q_w,q_x,q_y,q_z,t
-0.628593236207962,-0.1607912927865982,0.20661680400371552,0.7324212342500687,1555155747779122.0
-0.6285779997706413,-0.16083700209856033,0.20667800307273865,0.7324060015380383,1555155747780445.0
-0.6285903938114643,-0.1608743891119957,0.20672758668661118,0.7323810085654259,1555155747781793.0
-0.6286025866866112,-0.1609111651778221,0.20677635073661804,0.732356421649456,1555155747783119.0
-0.6286149267107248,-0.16094838827848434,0.20682571083307266,0.7323315404355526,1555155747784461.0
-0.6286269817501307,-0.16098474711179733,0.20687393099069595,0.7323072329163551,1555155747785772.0
-0.6286390000000001,-0.161021,0.20692199999999997,0.732283,1555155747787079.0
-0.6285170018672943,-0.16138699650764465,0.20741000026464462,0.7321610003709793,1555155747939679.0
-0.6284559071063995,-0.16141754388809204,0.20737945288419724,0.7321915403008461,1555155747941017.0
-0.6283950004726648,-0.16144799999892712,0.2073490023612976,0.7322219982743263,1555155747942351.0
-0.6284075062721968,-0.16146050579845905,0.20738651603460312,0.7321969866752625,1555155747943711.0
-0.6284195873886347,-0.16147258691489697,0.20742276310920715,0.7321728207170963,1555155747945025.0
-0.6284315884113312,-0.16148458793759346,0.2074587643146515,0.7321488223969936,1555155747946330.0
-0.6284438539296389,-0.16149685345590115,0.2074955627322197,0.7321242913603783,1555155747947664.0
-0.6284559965133667,-0.16150899976491928,0.20753199979662895,0.732099998742342,1555155747948985.0
-0.6284257024526596,-0.16153930127620697,0.2075471505522728,0.7321151457726955,1555155747950304.0
-0.6283946186304092,-0.16157037764787674,0.20756268873810768,0.7321306876838207,1555155747951657.0
-0.6283645704388618,-0.16160042583942413,0.20757771283388138,0.7321457117795944,1555155747952965.0
-0.6283340007066727,-0.1616310030221939,0.20759300142526627,0.7321610003709793,1555155747954296.0
-0.6283493228256702,-0.16166164726018906,0.20763897150754929,0.7321456782519817,1555155747955626.0
-0.628364447504282,-0.16169189661741257,0.20768434554338455,0.73213055357337,1555155747956939.0
-0.6283802539110184,-0.16172350943088531,0.20773176848888397,0.7321147471666336,1555155747958311.0
-0.6283949986100197,-0.16175299882888794,0.2077760025858879,0.7321,1555155747959591.0
-0.6283647119998932,-0.16178327798843384,0.2078062817454338,0.7321,1555155747960920.0
-0.6283335164189339,-0.16181447356939316,0.20783747732639313,0.7321,1555155747962289.0
-0.6283030062913895,-0.16184498369693756,0.20786798745393753,0.7321,1555155747963628.0
-0.628273,-0.16187499836087227,0.20789799839258194,0.7321000006049871,1555155747964945.0
-0.628273,-0.16189958900213242,0.20793508738279343,0.7320877034217119,1555155747966275.0
-0.628273,-0.1619233675301075,0.20797094702720642,0.7320758141577244,1555155747967561.0
-0.628273,-0.16194861009716988,0.2080090194940567,0.7320631947368383,1555155747968926.0
-0.628273,-0.16197249665856361,0.20804505050182343,0.7320512495934963,1555155747970218.0
-0.6282729990780354,-0.1619969978928566,0.20808199793100357,0.732039000838995,1555155747971543.0
-0.6282606236636639,-0.16203412413597107,0.20811912417411804,0.7320266254246235,1555155747972896.0
-0.6282487511634827,-0.16206974536180496,0.20815474539995193,0.7320147529244423,1555155747974194.0
